absa.co.za,2057.16
amazon.com,11278.46
facebook.com,8342.33
google.com,830.67
iol.co.za,11835.07
iroking.com,34796.48
konga.com,28899.91
nairaland.com,924.73
news24.com,7137.58
punchng.com,5059.47
standardbank.co.za,2884.82
