amazon.com,1605.61
facebook.com,945.5
ghanaweb.com,430.21
google.com,886.46
iol.co.za,2398.41
konga.com,3246.72
nairaland.com,1293.36
punchng.com,3433.67
standardbank.co.za,938.82
supersport.com,2331.81
twitter.com,1293.71
www.qq.com,1293.71
youtube.com,5617.23
